id,title,price,rating,availability,category,link,image
386,Brazen: The Courage to Find the You That's Been Hiding,Â£19.22,Two,In stock,Nonfiction,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,https://books.toscrape.com/media/cache/3a/4f/3a4fb30cfc5742f4726bc9f807b66cda.jpg
387,Between the World and Me,Â£56.91,Four,In stock,Nonfiction,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,https://books.toscrape.com/media/cache/73/45/7345c412c4c821f131d3c159e027c3a0.jpg
388,Being Mortal: Medicine and What Matters in the End,Â£55.06,Four,In stock,Nonfiction,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,https://books.toscrape.com/media/cache/c7/7f/c77fdad22e40b8b923ec6c5b1f5a740f.jpg
389,"A Murder Over a Girl: Justice, Gender, Junior High",Â£13.20,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,https://books.toscrape.com/media/cache/56/31/56313728d302c83f2a8c70fba635ce33.jpg
390,For the Love: Fighting for Grace in a World of Impossible Standards,Â£45.13,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,https://books.toscrape.com/media/cache/a7/d8/a7d8fda2a874567aab8f61b2b141a5e2.jpg
391,Finding God in the Ruins: How God Redeems Pain,Â£46.64,Two,In stock,Nonfiction,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,https://books.toscrape.com/media/cache/ae/2c/ae2ce9662ed6da3de501ff87551ccb2d.jpg
392,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Â£59.45,Four,In stock,Nonfiction,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,https://books.toscrape.com/media/cache/92/fe/92fe1c1823653412fe68be2c525dfc3a.jpg
393,In Cold Blood,Â£49.98,Four,In stock,Nonfiction,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,https://books.toscrape.com/media/cache/eb/4e/eb4ea9c04dccab509451ba31feb6b4e8.jpg
394,"Girl, Interrupted",Â£42.14,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,https://books.toscrape.com/media/cache/f9/ec/f9ec97bd8b29cc4e36d6c2b093d04709.jpg
395,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Â£48.67,Two,In stock,Nonfiction,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,https://books.toscrape.com/media/cache/16/f5/16f545b2e14c16ed4bd0e098a0700b57.jpg
396,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Â£25.15,Four,In stock,Nonfiction,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,https://books.toscrape.com/media/cache/07/8b/078b934613af473daf7ecf918e05d050.jpg
397,My Mother Was Nuts,Â£31.63,Four,In stock,Nonfiction,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,https://books.toscrape.com/media/cache/9b/b4/9bb42bf833e91193ca05badddded4bfb.jpg
398,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Â£32.35,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,https://books.toscrape.com/media/cache/1f/d8/1fd8340d9b3fd95861f0407b4dbb0fa7.jpg
399,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Â£38.71,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,https://books.toscrape.com/media/cache/2d/32/2d32efe1c5f97510596a2cc21c5daf5d.jpg
400,The Gunning of America: Business and the Making of American Gun Culture,Â£16.81,Four,In stock,Nonfiction,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,https://books.toscrape.com/media/cache/28/a8/28a8784d0b38b148a35bce421dc16910.jpg
401,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Â£28.23,Two,In stock,Nonfiction,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,https://books.toscrape.com/media/cache/bd/a0/bda0fa21e6d06862920c0eedecc6201e.jpg
402,God Is Not Great: How Religion Poisons Everything,Â£27.80,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,https://books.toscrape.com/media/cache/d2/80/d280aed3d0c46653a9c33f76559e9e6d.jpg
403,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Â£31.95,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,https://books.toscrape.com/media/cache/f6/52/f65271ce557e9192537e24847bbb1210.jpg
404,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Â£50.66,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,https://books.toscrape.com/media/cache/ab/ac/abac4222af5cc296b704a0e5df82e162.jpg
405,"Unstuffed: Decluttering Your Home, Mind, and Soul",Â£58.09,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,https://books.toscrape.com/media/cache/14/07/1407c2d6318956b10abd970c2e83154d.jpg
406,Under the Banner of Heaven: A Story of Violent Faith,Â£30.00,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,https://books.toscrape.com/media/cache/14/2f/142f99787241bb65e031a76e74e14d1b.jpg
407,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Â£53.51,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,https://books.toscrape.com/media/cache/77/bc/77bcc3cde72998ee488ac169f7e4e540.jpg
408,The Name of God is Mercy,Â£37.25,Two,In stock,Nonfiction,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html,https://books.toscrape.com/media/cache/d2/41/d241ca89679593a589a6614162ab6eb6.jpg
409,Stiff: The Curious Lives of Human Cadavers,Â£36.74,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,https://books.toscrape.com/media/cache/a0/a0/a0a013b029130df92073f547df83ee5c.jpg
410,Spilled Milk: Based on a True Story,Â£49.51,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,https://books.toscrape.com/media/cache/a8/0d/a80d4310cab08a3660149fd3f2cf15c7.jpg
411,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Â£41.67,Four,In stock,Nonfiction,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,https://books.toscrape.com/media/cache/05/42/05428b0c7b79d0dbc521fd621e754083.jpg
412,Outliers: The Story of Success,Â£14.16,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,https://books.toscrape.com/media/cache/70/37/70372ab3240019fbe2de6cd407c98675.jpg
413,Notes from a Small Island (Notes From a Small Island #1),Â£40.17,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,https://books.toscrape.com/media/cache/61/39/61393c43f7caaccaa07daccaa8530736.jpg
414,Night (The Night Trilogy #1),Â£13.51,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,https://books.toscrape.com/media/cache/e3/cc/e3ccf96311f9c1b9e9ecc80e16c05f4e.jpg
415,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Â£57.83,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,https://books.toscrape.com/media/cache/7c/8e/7c8ea0cef3825cc6ddae55267c55a59e.jpg
416,Letter to a Christian Nation,Â£22.20,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,https://books.toscrape.com/media/cache/74/c2/74c2893188f917409ba564d46f481f77.jpg
417,Let's Pretend This Never Happened: A Mostly True Memoir,Â£45.11,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,https://books.toscrape.com/media/cache/78/e1/78e1b9ccc99ba11d78015f0a18f0b421.jpg
418,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Â£42.38,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,https://books.toscrape.com/media/cache/fa/36/fa3659740e31eb57775cc2647654bf11.jpg
419,Into the Wild,Â£56.70,Five,In stock,Nonfiction,https://books.toscrape.com/catalogue/into-the-wild_177/index.html,https://books.toscrape.com/media/cache/e2/ca/e2ca3b870db8071034edea19b1da3de2.jpg
420,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Â£28.85,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,https://books.toscrape.com/media/cache/25/82/2582a9f11ad68a30e44cc0b459383474.jpg
421,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Â£28.88,Two,In stock,Nonfiction,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,https://books.toscrape.com/media/cache/52/7a/527a7d3b9b4928c093cadd75661bf467.jpg
422,Gratitude,Â£26.66,Five,In stock,Nonfiction,https://books.toscrape.com/catalogue/gratitude_163/index.html,https://books.toscrape.com/media/cache/07/b6/07b673e7d367a5e89418bd513a8d5e72.jpg
423,Disrupted: My Misadventure in the Start-Up Bubble,Â£15.28,Five,In stock,Nonfiction,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,https://books.toscrape.com/media/cache/2c/32/2c32dd01215c98fc1f6b176b6a9b3ece.jpg
424,Brave Enough,Â£51.32,Five,In stock,Nonfiction,https://books.toscrape.com/catalogue/brave-enough_135/index.html,https://books.toscrape.com/media/cache/94/c7/94c7add56827e01998189a021ec060e2.jpg
425,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Â£27.35,Two,In stock,Nonfiction,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,https://books.toscrape.com/media/cache/ea/ee/eaee98b302dcaf91d1122816ae553295.jpg
426,Blink: The Power of Thinking Without Thinking,Â£21.74,Five,In stock,Nonfiction,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,https://books.toscrape.com/media/cache/5d/41/5d415bc31b1f856a2a9dc8706fd19abd.jpg
427,Black Flags: The Rise of ISIS,Â£40.87,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,https://books.toscrape.com/media/cache/48/5d/485d2c4cedd639fcb005340a8d589bb3.jpg
428,Are We Smart Enough to Know How Smart Animals Are?,Â£56.58,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,https://books.toscrape.com/media/cache/71/d1/71d199b2abd878b9943dc818b77a1e72.jpg
429,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Â£30.48,Four,In stock,Nonfiction,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,https://books.toscrape.com/media/cache/25/ff/25ffbe6f0e8961a1cb2ace38a5b02279.jpg
430,"The Suffragettes (Little Black Classics, #96)",Â£11.89,Two,In stock,Nonfiction,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,https://books.toscrape.com/media/cache/ee/c3/eec3857d573218bfd22b23b80bfe740e.jpg
431,Kindle Paperwhite User's Guide,Â£34.00,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,https://books.toscrape.com/media/cache/3e/49/3e49769bf9bf83d3bb25c6f93a7fcca2.jpg
432,H is for Hawk,Â£57.42,Five,In stock,Nonfiction,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,https://books.toscrape.com/media/cache/78/3c/783c89d21306b712d832dbac267b786a.jpg
433,Travels with Charley: In Search of America,Â£57.82,Five,In stock,Nonfiction,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,https://books.toscrape.com/media/cache/ff/60/ff60e98e3da9c76d6f65b26bd7142d94.jpg
434,The Tumor,Â£41.56,Five,In stock,Nonfiction,https://books.toscrape.com/catalogue/the-tumor_85/index.html,https://books.toscrape.com/media/cache/db/f4/dbf4f5d4e7c0364b078aa5ce7e196853.jpg
435,The End of the Jesus Era (An Investigation #1),Â£14.40,One,In stock,Nonfiction,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html,https://books.toscrape.com/media/cache/fe/47/fe47782c4f8194a4d93ec1381108be88.jpg
436,"Eat, Pray, Love",Â£51.32,Three,In stock,Nonfiction,https://books.toscrape.com/catalogue/eat-pray-love_16/index.html,https://books.toscrape.com/media/cache/21/95/2195c296e82620593a143356aeaa7745.jpg
437,Rip it Up and Start Again,Â£35.02,Five,In stock,Music,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html,https://books.toscrape.com/media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
438,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,Music,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,https://books.toscrape.com/media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
439,How Music Works,Â£37.32,Two,In stock,Music,https://books.toscrape.com/catalogue/how-music-works_979/index.html,https://books.toscrape.com/media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg
440,Love Is a Mix Tape (Music #1),Â£18.03,One,In stock,Music,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,https://books.toscrape.com/media/cache/a2/6d/a26d8449abb3381e09126eda5f4e8151.jpg
441,Please Kill Me: The Uncensored Oral History of Punk,Â£31.19,Four,In stock,Music,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,https://books.toscrape.com/media/cache/06/f1/06f185c0be2ad6e2fe059464c03f1b47.jpg
442,Kill 'Em and Leave: Searching for James Brown and the American Soul,Â£45.05,Five,In stock,Music,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,https://books.toscrape.com/media/cache/85/42/8542841f5644a6daf433504f1e106e97.jpg
443,"Chronicles, Vol. 1",Â£52.60,Two,In stock,Music,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,https://books.toscrape.com/media/cache/11/fc/11fc94453c4dc0d68543971d7843afb0.jpg
444,This Is Your Brain on Music: The Science of a Human Obsession,Â£38.40,One,In stock,Music,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,https://books.toscrape.com/media/cache/35/a4/35a4a7c6c76c4e82186753078e441654.jpg
445,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Â£12.36,Three,In stock,Music,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,https://books.toscrape.com/media/cache/15/de/15de75548ee9a4c6be1420ee309c03e0.jpg
446,No One Here Gets Out Alive,Â£20.02,Five,In stock,Music,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,https://books.toscrape.com/media/cache/7a/7e/7a7eb52e7075a5305522948375c1316e.jpg
447,Life,Â£31.58,Five,In stock,Music,https://books.toscrape.com/catalogue/life_104/index.html,https://books.toscrape.com/media/cache/99/97/9997eda658c2fe50e724171f9c2a2b0b.jpg
448,Old Records Never Die: One Man's Quest for His Vinyl and His Past,Â£55.66,Two,In stock,Music,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,https://books.toscrape.com/media/cache/7e/94/7e947f3dd04f178175b85123829467a9.jpg
449,Forever Rockers (The Rocker #12),Â£28.80,Three,In stock,Music,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,https://books.toscrape.com/media/cache/7f/b0/7fb03a053c270000667a50dd8d594843.jpg
450,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,Default,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,https://books.toscrape.com/media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
